bathrooms,bathroomsFull,bedrooms,fireplaceFeatures,fireplaces,garageSpaces,hasAttachedGarage,hasCarport,hasHeating,hasPetsAllowed,heating,homeType,id,latitude,laundryFeatures,livingArea,longitude,mortgageRates_arm5Rate,mortgageRates_fifteenYearFixedRate,mortgageRates_thirtyYearFixedRate,parkingFeatures,price,propertyTaxRate,schools,solarBuildFactor,solarClimateFactor,solarElectricityFactor,solarFactor,solarSunScore,specialListingConditions,streetAddress,taxAnnualAmount,taxAssessedValue,yearBuilt,zipcode
2.0,2.0,3.0,No information,0.0,0.0,False,False,True,True,['Wall Furnace'],Cooperative,64972047,0.0,['Inside Area'],1050.0,-122.42861938476562,2.177,2.161,2.6839999999999997,"['Side-by-Side', 'Assigned', 'Paved Driveway']",747000,0.0,"[{'distance': 0.1, 'name': 'Parks (Rosa) Elementary School', 'rating': 4, 'level': 'Elementary', 'studentsPerTeacher': 16, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06420&state=CA', 'type': 'Public', 'size': 476, 'totalCount': 1, 'isAssigned': True}, {'distance': 3.8, 'name': 'Presidio Middle School', 'rating': 8, 'level': 'Middle', 'studentsPerTeacher': 18, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06423&state=CA', 'type': 'Public', 'size': 1060, 'totalCount': 2, 'isAssigned': True}, {'distance': 0.5, 'name': 'Gateway High School', 'rating': 7, 'level': 'High', 'studentsPerTeacher': 12, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06371&state=CA', 'type': 'Charter', 'size': 479, 'totalCount': 1, 'isAssigned': True}]",72.8,6.62,5.02,2.8,87.24,Standard,55 S Western Shore Ln UNIT 4,6030.0,448352.0,0.0,94115
2.0,1.0,1.0,No information,0.0,0.0,False,False,True,True,['Wall Furnace'],Condo,80739324,1999.0,['Laundry Closet'],939.0,-122.4097900390625,2.177,2.161,2.6839999999999997,"['Covered', 'Enclosed', 'Electric Vehicle Charging Station(s)', 'Garage Door Opener', 'Interior Access', 'Independent', 'On Site - Mapped (Condo Only)']",698000,0.67,"[{'distance': 1.4, 'name': 'Daniel Webster Elementary School', 'rating': 5, 'level': 'Elementary', 'studentsPerTeacher': 13, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06451&state=CA', 'type': 'Public', 'size': 326, 'totalCount': 1, 'isAssigned': True}, {'distance': 2.3, 'name': 'Lick (James) Middle School', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06392&state=CA', 'type': 'Public', 'size': 568, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.5, 'name': ""Five Keys Charter (SF Sheriff'S) School"", 'rating': None, 'level': 'High', 'studentsPerTeacher': None, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=12372&state=CA', 'type': 'Charter', 'size': 348, 'totalCount': 1, 'isAssigned': True}]",79.2,6.62,5.02,2.8,90.84,Standard,190 7th St APT 5,7425.0,535306.0,1999.0,94103
1.0,1.0,1.0,No information,0.0,0.0,False,False,True,True,"['Baseboard', 'Electric']",Condo,15064039,1936.0,['Laundry Closet'],832.0,-122.40618896484376,2.177,2.161,2.6839999999999997,"['Restrictions', 'Rotational', 'Size Limited', 'Unassigned', 'Uncovered Parking Space', 'See Remarks', 'Independent', 'On Site - Unassigned (Condo Only)', 'Other', 'Driveway']",999000,0.67,"[{'distance': 0.1, 'name': 'Garfield Elementary School', 'rating': 8, 'level': 'Elementary', 'studentsPerTeacher': 16, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06370&state=CA', 'type': 'Public', 'size': 228, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.3, 'name': 'Francisco Middle School', 'rating': 6, 'level': 'Middle', 'studentsPerTeacher': 15, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06367&state=CA', 'type': 'Public', 'size': 560, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.1, 'name': 'Galileo High School', 'rating': 8, 'level': 'High', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06369&state=CA', 'type': 'Public', 'size': 1816, 'totalCount': 1, 'isAssigned': True}]",60.8,6.7,5.02,2.8,75.32,Standard,268 Lombard St APT 4,13081.0,1018758.0,1936.0,94133
4.0,3.0,4.0,No information,0.0,2.0,True,False,True,False,['Central'],MultiFamily,2071151084,1915.0,['In Unit'],3735.0,-122.47500610351562,2.752,2.7060000000000004,3.062,"['Attached', 'Garage', 'Garage Door Opener', 'Tandem']",1999000,0.67,"[{'distance': 0.4, 'name': 'Alamo Elementary School', 'rating': 8, 'level': 'Elementary', 'studentsPerTeacher': 19, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06335&state=CA', 'type': 'Public', 'size': 529, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.9, 'name': 'Presidio Middle School', 'rating': 8, 'level': 'Middle', 'studentsPerTeacher': 18, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06423&state=CA', 'type': 'Public', 'size': 1060, 'totalCount': 1, 'isAssigned': True}, {'distance': 1, 'name': 'Washington (George) High School', 'rating': 7, 'level': 'High', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06450&state=CA', 'type': 'Public', 'size': 1995, 'totalCount': 1, 'isAssigned': True}]",79.2,6.62,5.02,2.32,93.16,Standard,1452 Clement St #1454,18066.461693548386,1436531.3676767678,1915.0,94118
2.0,2.0,2.0,"['Gas Log', 'Gas Starter']",1.0,0.0,False,False,True,True,['Central'],Condo,115828551,1900.0,['Laundry Closet'],0.0,-122.4131851196289,2.752,2.7060000000000004,3.062,"['Covered', 'Enclosed', 'Garage Door Opener', 'Side by Side', 'On Site - Mapped (Condo Only)']",1295000,0.67,"[{'distance': 0.1, 'name': 'Moscone (George R.) Elementary School', 'rating': 5, 'level': 'Elementary', 'studentsPerTeacher': 16, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06413&state=CA', 'type': 'Public', 'size': 381, 'totalCount': 1, 'isAssigned': True}, {'distance': 3.6, 'name': 'Hoover (Herbert) Middle School', 'rating': 7, 'level': 'Middle', 'studentsPerTeacher': 20, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06378&state=CA', 'type': 'Public', 'size': 971, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.1, 'name': ""O'connell (John) High School"", 'rating': 3, 'level': 'High', 'studentsPerTeacher': 9, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06417&state=CA', 'type': 'Public', 'size': 480, 'totalCount': 1, 'isAssigned': True}]",76.0,6.62,5.02,1.0,88.64,Standard,771 Treat Ave #2,16545.0,1318724.0,1900.0,94110
3.0,3.0,3.0,No information,0.0,0.0,True,False,True,False,['Gas'],SingleFamily,15101771,1913.0,"['Hookups Only', 'Inside Room']",2533.0,-122.48435974121094,2.752,2.7060000000000004,3.062,"['Attached', 'Garage Door Opener', 'Interior Access', 'Independent', 'On Site (Single Family Only)']",1899000,0.67,"[{'distance': 0.5, 'name': 'Jefferson Elementary School', 'rating': 9, 'level': 'Elementary', 'studentsPerTeacher': 19, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06384&state=CA', 'type': 'Public', 'size': 490, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.1, 'name': 'Giannini (A.P.) Middle School', 'rating': 8, 'level': 'Middle', 'studentsPerTeacher': 20, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06372&state=CA', 'type': 'Public', 'size': 1188, 'totalCount': 1, 'isAssigned': True}, {'distance': 1, 'name': 'Washington (George) High School', 'rating': 7, 'level': 'High', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06450&state=CA', 'type': 'Public', 'size': 1995, 'totalCount': 1, 'isAssigned': True}]",80.0,6.62,5.02,0.88,92.52,Standard,1286 26th Ave,13493.0,1059954.0,1913.0,94122
1.0,1.0,1.0,No information,0.0,0.0,False,False,False,True,No information,Cooperative,63196407,1926.0,No information,738.0,-122.41290283203124,2.177,2.161,2.6839999999999997,['See Remarks'],599000,0.0,"[{'distance': 0.4, 'name': 'Redding Elementary School', 'rating': 7, 'level': 'Elementary', 'studentsPerTeacher': 17, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06424&state=CA', 'type': 'Public', 'size': 240, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.7, 'name': 'Marina Middle School', 'rating': 6, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06400&state=CA', 'type': 'Public', 'size': 790, 'totalCount': 1, 'isAssigned': True}, {'distance': 1, 'name': ""Five Keys Charter (SF Sheriff'S) School"", 'rating': None, 'level': 'High', 'studentsPerTeacher': None, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=12372&state=CA', 'type': 'Charter', 'size': 348, 'totalCount': 1, 'isAssigned': True}]",76.0,6.62,5.02,2.8,87.64,Standard,666 Post St APT 901,7706.0,581898.0,1926.0,94109
2.0,2.0,3.0,['Living Room'],1.0,0.0,True,False,True,True,['Gas'],Condo,59779457,1909.0,['In Kitchen'],1625.0,-122.44934844970705,2.752,2.7060000000000004,3.062,"['Attached', 'Side By Side', 'Side by Side', 'On Site']",1795000,0.67,"[{'distance': 0.1, 'name': 'Grattan Elementary School', 'rating': 7, 'level': 'Elementary', 'studentsPerTeacher': 19, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06375&state=CA', 'type': 'Public', 'size': 387, 'totalCount': 1, 'isAssigned': True}, {'distance': 3.1, 'name': 'Giannini (A.P.) Middle School', 'rating': 8, 'level': 'Middle', 'studentsPerTeacher': 20, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06372&state=CA', 'type': 'Public', 'size': 1188, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.9, 'name': 'Independence High School', 'rating': 3, 'level': 'High', 'studentsPerTeacher': 12, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=11136&state=CA', 'type': 'Public', 'size': 186, 'totalCount': 1, 'isAssigned': True}]",72.8,6.62,5.02,0.8,85.24,Standard,1054 Cole St,24824.0,2016540.0,1909.0,94117
2.0,2.0,3.0,No information,0.0,0.0,False,False,True,False,"['Electric', 'Gas']",SingleFamily,96019997,1900.0,['Inside'],1496.0,-122.41753387451172,2.752,2.7060000000000004,3.062,"['Enclosed', 'Independent', 'On Site - Lease Available (Condo Only)']",1295000,0.67,"[{'distance': 0.3, 'name': 'Moscone (George R.) Elementary School', 'rating': 5, 'level': 'Elementary', 'studentsPerTeacher': 16, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06413&state=CA', 'type': 'Public', 'size': 381, 'totalCount': 1, 'isAssigned': True}, {'distance': 3.3, 'name': 'Hoover (Herbert) Middle School', 'rating': 7, 'level': 'Middle', 'studentsPerTeacher': 20, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06378&state=CA', 'type': 'Public', 'size': 971, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.3, 'name': ""O'connell (John) High School"", 'rating': 3, 'level': 'High', 'studentsPerTeacher': 9, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06417&state=CA', 'type': 'Public', 'size': 480, 'totalCount': 1, 'isAssigned': True}]",69.6,6.62,5.02,1.0,82.24,Standard,685 Capp St,5042.0,350438.0,1900.0,94110
6.0,6.0,5.0,No information,0.0,0.0,False,False,False,False,No information,SingleFamily,15098965,1924.0,No information,3075.0,-122.46954345703124,2.752,2.7060000000000004,3.062,['No Garage'],2380000,0.67,"[{'distance': 0.4, 'name': 'Mccoppin (Frank) Elementary School', 'rating': 8, 'level': 'Elementary', 'studentsPerTeacher': 17, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06406&state=CA', 'type': 'Public', 'size': 220, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.9, 'name': 'Roosevelt Middle School', 'rating': 9, 'level': 'Middle', 'studentsPerTeacher': 18, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06427&state=CA', 'type': 'Public', 'size': 694, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.7, 'name': 'Independence High School', 'rating': 3, 'level': 'High', 'studentsPerTeacher': 12, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=11136&state=CA', 'type': 'Public', 'size': 186, 'totalCount': 1, 'isAssigned': True}]",66.4,6.62,5.02,2.32,80.36,Standard,3520 Fulton St,19493.0,1560600.0,1924.0,94118
2.0,1.0,3.0,No information,0.0,0.0,False,False,True,False,"['Electric', 'Gas']",SingleFamily,15121117,1955.0,"['In Garage', 'Gas Hookup']",1174.0,-122.4990005493164,2.752,2.7060000000000004,3.062,"['Garage - Attached', None]",1195000,0.67,"[{'distance': 0.4, 'name': 'Ulloa Elementary School', 'rating': 9, 'level': 'Elementary', 'studentsPerTeacher': 20, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06445&state=CA', 'type': 'Public', 'size': 528, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.8, 'name': 'Hoover (Herbert) Middle School', 'rating': 7, 'level': 'Middle', 'studentsPerTeacher': 20, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06378&state=CA', 'type': 'Public', 'size': 971, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.2, 'name': 'Lincoln (Abraham) High School', 'rating': 7, 'level': 'High', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06395&state=CA', 'type': 'Public', 'size': 2070, 'totalCount': 1, 'isAssigned': True}]",77.6,6.62,5.02,0.88,90.12,Standard,2346 41st Ave,1668.0,73260.0,1955.0,94116
1.0,1.0,2.0,No information,0.0,0.0,False,False,True,False,"['Central', 'Gas', 'Wood Stove']",SingleFamily,15118839,1948.0,['In Garage'],1137.0,-122.49761962890624,2.752,2.7060000000000004,3.062,"['Enclosed', 'Garage Door Opener', 'Tandem', 'On Site (Single Family Only)', 'Driveway']",1395000,0.67,"[{'distance': 0.4, 'name': 'Sunset Elementary School', 'rating': 9, 'level': 'Elementary', 'studentsPerTeacher': 20, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06438&state=CA', 'type': 'Public', 'size': 407, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.4, 'name': 'Giannini (A.P.) Middle School', 'rating': 8, 'level': 'Middle', 'studentsPerTeacher': 20, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06372&state=CA', 'type': 'Public', 'size': 1188, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.1, 'name': 'Lincoln (Abraham) High School', 'rating': 7, 'level': 'High', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06395&state=CA', 'type': 'Public', 'size': 2070, 'totalCount': 1, 'isAssigned': True}]",72.0,6.62,5.02,0.88,84.52,Standard,2267 39th Ave,6021.0,436480.0,1948.0,94116
1.0,1.0,2.0,"['Living Room', 'Wood Burning']",1.0,0.0,True,False,True,False,"['Central', 'Fireplace(s)']",SingleFamily,15115628,1937.0,['In Garage'],1400.0,-122.47476959228516,2.752,2.7060000000000004,3.062,"['Attached', 'Covered', 'Enclosed', 'Garage Door Opener', 'Garage Faces Front', 'Interior Access', 'Tandem', 'On Site (Single Family Only)', 'Driveway']",1395000,0.67,"[{'distance': 1.2, 'name': 'Clarendon Alternative Elementary School', 'rating': 8, 'level': 'Elementary', 'studentsPerTeacher': 20, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06351&state=CA', 'type': 'Public', 'size': 555, 'totalCount': 1, 'isAssigned': True}, {'distance': 2.2, 'name': 'Presidio Middle School', 'rating': 8, 'level': 'Middle', 'studentsPerTeacher': 18, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06423&state=CA', 'type': 'Public', 'size': 1060, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.4, 'name': 'Lincoln (Abraham) High School', 'rating': 7, 'level': 'High', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06395&state=CA', 'type': 'Public', 'size': 2070, 'totalCount': 1, 'isAssigned': True}]",60.8,6.62,5.02,0.88,73.32,Standard,2034 18th Ave,12100.0,947862.0,1937.0,94116
1.0,1.0,2.0,['Gas Starter'],1.0,0.0,False,False,True,True,['Electric'],Condo,184816802,1913.0,['Inside Room'],1264.0,-122.41924285888672,2.752,2.7060000000000004,3.062,"['Garage Door Opener', 'See Remarks', 'Independent', 'Other']",1078000,0.67,"[{'distance': 0.4, 'name': 'Yick Wo Elementary School', 'rating': 9, 'level': 'Elementary', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '1-5', 'link': 'https://www.greatschools.org/school?id=06454&state=CA', 'type': 'Public', 'size': 239, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.7, 'name': 'Francisco Middle School', 'rating': 6, 'level': 'Middle', 'studentsPerTeacher': 15, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06367&state=CA', 'type': 'Public', 'size': 560, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.5, 'name': 'Galileo High School', 'rating': 8, 'level': 'High', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06369&state=CA', 'type': 'Public', 'size': 1816, 'totalCount': 1, 'isAssigned': True}]",80.0,6.62,5.02,2.8,91.64,Standard,1342 Broadway,15868.0,1269268.0,1913.0,94109
2.0,1.0,3.0,No information,0.0,0.0,False,False,True,True,['Central'],Condo,82785522,1879.0,['Inside Room'],1505.0,-122.42447662353516,2.752,2.7060000000000004,3.062,"['See Remarks', 'Side by Side', 'Other']",1195000,0.67,"[{'distance': 0.3, 'name': 'Muir (John) Elementary School', 'rating': 7, 'level': 'Elementary', 'studentsPerTeacher': 12, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06414&state=CA', 'type': 'Public', 'size': 225, 'totalCount': 1, 'isAssigned': True}, {'distance': 1.6, 'name': 'Lick (James) Middle School', 'rating': 3, 'level': 'Middle', 'studentsPerTeacher': 17, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06392&state=CA', 'type': 'Public', 'size': 568, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.6, 'name': 'Wells (Ida B.) High School', 'rating': 2, 'level': 'High', 'studentsPerTeacher': 9, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06452&state=CA', 'type': 'Public', 'size': 165, 'totalCount': 1, 'isAssigned': True}]",71.2,6.62,5.02,2.8,85.64,Standard,223 Page St,13467.0,1068922.0,1879.0,94102
1.0,1.0,1.0,No information,0.0,0.0,False,False,True,True,['Baseboard'],Condo,82785392,2007.0,No information,740.0,-122.43219757080078,2.207,2.04,2.702,"['Interior Access', 'Side By Side', 'Side by Side', 'On Site']",343558,0.67,"[{'distance': 0.2, 'name': 'Parks (Rosa) Elementary School', 'rating': 4, 'level': 'Elementary', 'studentsPerTeacher': 16, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06420&state=CA', 'type': 'Public', 'size': 476, 'totalCount': 1, 'isAssigned': True}, {'distance': 3.6, 'name': 'Presidio Middle School', 'rating': 8, 'level': 'Middle', 'studentsPerTeacher': 18, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06423&state=CA', 'type': 'Public', 'size': 1060, 'totalCount': 2, 'isAssigned': True}, {'distance': 0.3, 'name': 'Gateway High School', 'rating': 7, 'level': 'High', 'studentsPerTeacher': 12, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=06371&state=CA', 'type': 'Charter', 'size': 479, 'totalCount': 1, 'isAssigned': True}]",80.0,6.62,5.02,2.8,94.44,Other,1310 Fillmore St APT 610,3215.0,212695.0,2007.0,94115
1.0,1.0,2.0,No information,0.0,0.0,False,False,False,True,No information,Condo,64972317,1922.0,No information,1073.0,-122.45458221435548,2.752,2.7060000000000004,3.062,"['Side By Side', 'Side by Side', 'On Site - Mapped (Condo Only)']",1199000,0.67,"[{'distance': 0.2, 'name': 'Grattan Elementary School', 'rating': 7, 'level': 'Elementary', 'studentsPerTeacher': 19, 'assigned': None, 'grades': 'K-5', 'link': 'https://www.greatschools.org/school?id=06375&state=CA', 'type': 'Public', 'size': 387, 'totalCount': 1, 'isAssigned': True}, {'distance': 2.8, 'name': 'Giannini (A.P.) Middle School', 'rating': 8, 'level': 'Middle', 'studentsPerTeacher': 20, 'assigned': None, 'grades': '6-8', 'link': 'https://www.greatschools.org/school?id=06372&state=CA', 'type': 'Public', 'size': 1188, 'totalCount': 1, 'isAssigned': True}, {'distance': 0.6, 'name': 'Independence High School', 'rating': 3, 'level': 'High', 'studentsPerTeacher': 12, 'assigned': None, 'grades': '9-12', 'link': 'https://www.greatschools.org/school?id=11136&state=CA', 'type': 'Public', 'size': 186, 'totalCount': 1, 'isAssigned': True}]",76.8,6.62,5.02,0.8,89.24,Standard,1335 Willard St,16305.0,1305700.0,1922.0,94117
